Date;Filière;Valeur
2018/01/04;"Température réalisée (°C)";11,73
2018/01/05;"Température réalisée (°C)";9,65
2018/01/06;"Température réalisée (°C)";7,64
2018/01/07;"Température réalisée (°C)";7,95
2018/01/08;"Température réalisée (°C)";7,3
2018/01/09;"Température réalisée (°C)";6,78
2018/01/10;"Température réalisée (°C)";7,56
2018/01/11;"Température réalisée (°C)";6,46
2018/01/12;"Température réalisée (°C)";5,27
2018/01/13;"Température réalisée (°C)";4,37
2018/01/14;"Température réalisée (°C)";4,8
2018/01/15;"Température réalisée (°C)";6,89
2018/01/16;"Température réalisée (°C)";9,38
2018/01/17;"Température réalisée (°C)";6,86
2018/01/18;"Température réalisée (°C)";8,37
2018/01/19;"Température réalisée (°C)";6,6
2018/01/20;"Température réalisée (°C)";7,68
2018/01/21;"Température réalisée (°C)";9,17
2018/01/22;"Température réalisée (°C)";10,91
2018/01/23;"Température réalisée (°C)";9,74
2018/01/24;"Température réalisée (°C)";10,39
2018/01/25;"Température réalisée (°C)";8,94
2018/01/26;"Température réalisée (°C)";6,86
2018/01/27;"Température réalisée (°C)";5,38
2018/01/28;"Température réalisée (°C)";7,35
2018/01/29;"Température réalisée (°C)";8,5
2018/01/30;"Température réalisée (°C)";8,31
2018/01/31;"Température réalisée (°C)";7,77
2018/02/01;"Température réalisée (°C)";5,13
2018/02/02;"Température réalisée (°C)";3,88
2018/02/03;"Température réalisée (°C)";3,99
2018/02/04;"Température réalisée (°C)";3,28
2018/02/05;"Température réalisée (°C)";1,7
2018/02/06;"Température réalisée (°C)";1,77
2018/02/07;"Température réalisée (°C)";0,89
2018/02/08;"Température réalisée (°C)";1
2018/02/09;"Température réalisée (°C)";1,25
2018/02/10;"Température réalisée (°C)";2,97
2018/02/11;"Température réalisée (°C)";5,18
2018/02/12;"Température réalisée (°C)";3,13
2018/02/13;"Température réalisée (°C)";1,74
2018/02/14;"Température réalisée (°C)";3,38
2018/02/15;"Température réalisée (°C)";8,25
2018/02/16;"Température réalisée (°C)";7,33
2018/02/17;"Température réalisée (°C)";6,73
2018/02/18;"Température réalisée (°C)";4,96
2018/02/19;"Température réalisée (°C)";5,08
2018/02/20;"Température réalisée (°C)";5,99
2018/02/21;"Température réalisée (°C)";3,47
2018/02/22;"Température réalisée (°C)";1,95
2018/02/23;"Température réalisée (°C)";1,42
2018/02/24;"Température réalisée (°C)";1,98
2018/02/25;"Température réalisée (°C)";1,54
2018/02/26;"Température réalisée (°C)";-1,44
2018/02/27;"Température réalisée (°C)";-3,74
2018/02/28;"Température réalisée (°C)";-3,45
2018/03/01;"Température réalisée (°C)";1,87
2018/03/02;"Température réalisée (°C)";5,2
2018/03/03;"Température réalisée (°C)";6,54
2018/03/04;"Température réalisée (°C)";6,97
2018/03/05;"Température réalisée (°C)";7,85
2018/03/06;"Température réalisée (°C)";7,43
2018/03/07;"Température réalisée (°C)";6,8
2018/03/08;"Température réalisée (°C)";7,56
2018/03/09;"Température réalisée (°C)";10,27
2018/03/10;"Température réalisée (°C)";12,66
2018/03/11;"Température réalisée (°C)";12,41
2018/03/12;"Température réalisée (°C)";10,22
2018/03/13;"Température réalisée (°C)";8,88
2018/03/14;"Température réalisée (°C)";9,06
2018/03/15;"Température réalisée (°C)";9,68
2018/03/16;"Température réalisée (°C)";8,74
2018/03/17;"Température réalisée (°C)";5,4
2018/03/18;"Température réalisée (°C)";3,22
2018/03/19;"Température réalisée (°C)";2,49
2018/03/20;"Température réalisée (°C)";3,42
2018/03/21;"Température réalisée (°C)";4,08
2018/03/22;"Température réalisée (°C)";4,51
2018/03/23;"Température réalisée (°C)";6,49
2018/03/24;"Température réalisée (°C)";7,9
2018/03/25;"Température réalisée (°C)";9,21
2018/03/26;"Température réalisée (°C)";8,92
2018/03/27;"Température réalisée (°C)";9,16
2018/03/28;"Température réalisée (°C)";10,19
2018/03/29;"Température réalisée (°C)";8,3
2018/03/30;"Température réalisée (°C)";7,8
2018/03/31;"Température réalisée (°C)";7,13
2018/11/01;"Température réalisée (°C)";10,26
2018/11/02;"Température réalisée (°C)";8,84
2018/11/03;"Température réalisée (°C)";7,71
2018/11/04;"Température réalisée (°C)";9,05
2018/11/05;"Température réalisée (°C)";12,87
2018/11/06;"Température réalisée (°C)";12,37
2018/11/07;"Température réalisée (°C)";11,14
2018/11/08;"Température réalisée (°C)";9,85
2018/11/09;"Température réalisée (°C)";11,13
2018/11/10;"Température réalisée (°C)";12,35
2018/11/11;"Température réalisée (°C)";12,84
2018/11/12;"Température réalisée (°C)";12,99
2018/11/13;"Température réalisée (°C)";11,86
2018/11/14;"Température réalisée (°C)";10,39
2018/11/15;"Température réalisée (°C)";10,71
2018/11/16;"Température réalisée (°C)";9,42
2018/11/17;"Température réalisée (°C)";7,35
2018/11/18;"Température réalisée (°C)";5,73
2018/11/19;"Température réalisée (°C)";3,56
2018/11/20;"Température réalisée (°C)";3,28
2018/11/21;"Température réalisée (°C)";3,73
2018/11/22;"Température réalisée (°C)";5,52
2018/11/23;"Température réalisée (°C)";6,47
2018/11/24;"Température réalisée (°C)";7,53
2018/11/25;"Température réalisée (°C)";6,55
2018/11/26;"Température réalisée (°C)";6,08
2018/11/27;"Température réalisée (°C)";6,97
2018/11/28;"Température réalisée (°C)";8,87
2018/11/29;"Température réalisée (°C)";10,28
2018/11/30;"Température réalisée (°C)";9,22
2018/12/01;"Température réalisée (°C)";8,66
2018/12/02;"Température réalisée (°C)";11,9
2018/12/03;"Température réalisée (°C)";12,86
2018/12/04;"Température réalisée (°C)";11,04
2018/12/05;"Température réalisée (°C)";9,85
2018/12/06;"Température réalisée (°C)";11,84
2018/12/07;"Température réalisée (°C)";10,42
2018/12/08;"Température réalisée (°C)";9,43
2018/12/09;"Température réalisée (°C)";10,27
2018/12/10;"Température réalisée (°C)";8,11
2018/12/11;"Température réalisée (°C)";5,19
2018/12/12;"Température réalisée (°C)";3,16
2018/12/13;"Température réalisée (°C)";2,2
2018/12/14;"Température réalisée (°C)";1,53
2018/12/15;"Température réalisée (°C)";2,21
2018/12/16;"Température réalisée (°C)";5,96
2018/12/17;"Température réalisée (°C)";6,95
2018/12/18;"Température réalisée (°C)";6,31
2018/12/19;"Température réalisée (°C)";8,13
2018/12/20;"Température réalisée (°C)";7,67
2018/12/21;"Température réalisée (°C)";10,54
2018/12/22;"Température réalisée (°C)";11,35
2018/12/23;"Température réalisée (°C)";11,2
2018/12/24;"Température réalisée (°C)";9,85
2018/12/25;"Température réalisée (°C)";5
2018/12/26;"Température réalisée (°C)";2,44
2018/12/27;"Température réalisée (°C)";2,05
2018/12/28;"Température réalisée (°C)";3,25
2018/12/29;"Température réalisée (°C)";4,12
2018/12/30;"Température réalisée (°C)";5,97
2018/12/31;"Température réalisée (°C)";6,75
2019/01/01;"Température réalisée (°C)";6,79
2019/01/02;"Température réalisée (°C)";5,63
2019/01/03;"Température réalisée (°C)";3,08
2019/01/04;"Température réalisée (°C)";2,39
2019/01/05;"Température réalisée (°C)";3,25
2019/01/06;"Température réalisée (°C)";4,18
2019/01/07;"Température réalisée (°C)";5,19
2019/01/08;"Température réalisée (°C)";6,5
2019/01/09;"Température réalisée (°C)";4,62
2019/01/10;"Température réalisée (°C)";2,56
2019/01/11;"Température réalisée (°C)";3,35
2019/01/12;"Température réalisée (°C)";5,8
2019/01/13;"Température réalisée (°C)";8,64
2019/01/14;"Température réalisée (°C)";8,37
2019/01/15;"Température réalisée (°C)";6,24
2019/01/16;"Température réalisée (°C)";4,8
2019/01/17;"Température réalisée (°C)";5,91
2019/01/18;"Température réalisée (°C)";2,57
2019/01/19;"Température réalisée (°C)";2,17
2019/01/20;"Température réalisée (°C)";3,57
2019/01/21;"Température réalisée (°C)";1,47
2019/01/22;"Température réalisée (°C)";1,33
2019/01/23;"Température réalisée (°C)";2,26
2019/01/24;"Température réalisée (°C)";1,77
2019/01/25;"Température réalisée (°C)";3,68
2019/01/26;"Température réalisée (°C)";6,74
2019/01/27;"Température réalisée (°C)";6,18
2019/01/28;"Température réalisée (°C)";4,4
2019/01/29;"Température réalisée (°C)";3,02
2019/01/30;"Température réalisée (°C)";3,04
2019/01/31;"Température réalisée (°C)";3,1
2019/02/01;"Température réalisée (°C)";5,79
2019/02/02;"Température réalisée (°C)";4,21
2019/02/03;"Température réalisée (°C)";3,32
2019/02/04;"Température réalisée (°C)";2,65
2019/02/05;"Température réalisée (°C)";4,91
2019/02/06;"Température réalisée (°C)";6,88
2019/02/07;"Température réalisée (°C)";7,34
2019/02/08;"Température réalisée (°C)";7,67
2019/02/09;"Température réalisée (°C)";8,93
2019/02/10;"Température réalisée (°C)";8,3
2019/02/11;"Température réalisée (°C)";6,16
2019/02/12;"Température réalisée (°C)";4,71
2019/02/13;"Température réalisée (°C)";4,44
2019/02/14;"Température réalisée (°C)";6,43
2019/02/15;"Température réalisée (°C)";7,65
2019/02/16;"Température réalisée (°C)";7,89
2019/02/17;"Température réalisée (°C)";9,06
2019/02/18;"Température réalisée (°C)";8,3
2019/02/19;"Température réalisée (°C)";7,36
2019/02/20;"Température réalisée (°C)";7,04
2019/02/21;"Température réalisée (°C)";8,35
2019/02/22;"Température réalisée (°C)";9,91
2019/02/23;"Température réalisée (°C)";10,14
2019/02/24;"Température réalisée (°C)";8,83
2019/02/25;"Température réalisée (°C)";9,44
2019/02/26;"Température réalisée (°C)";10,51
2019/02/27;"Température réalisée (°C)";11,25
2019/02/28;"Température réalisée (°C)";10,74
2019/03/01;"Température réalisée (°C)";10,08
2019/03/02;"Température réalisée (°C)";10,03
2019/03/03;"Température réalisée (°C)";11,36
2019/03/04;"Température réalisée (°C)";9,71
2019/03/05;"Température réalisée (°C)";9,25
2019/03/06;"Température réalisée (°C)";10,64
2019/03/07;"Température réalisée (°C)";9,89
2019/03/08;"Température réalisée (°C)";8,89
2019/03/09;"Température réalisée (°C)";11,07
2019/03/10;"Température réalisée (°C)";11,48
2019/03/11;"Température réalisée (°C)";7,78
2019/03/12;"Température réalisée (°C)";7,5
2019/03/13;"Température réalisée (°C)";7,72
2019/03/14;"Température réalisée (°C)";8,86
2019/03/15;"Température réalisée (°C)";11,45
2019/03/16;"Température réalisée (°C)";11,41
2019/03/17;"Température réalisée (°C)";8,64
2019/03/18;"Température réalisée (°C)";7,2
2019/03/19;"Température réalisée (°C)";7,49
2019/03/20;"Température réalisée (°C)";8,15
2019/03/21;"Température réalisée (°C)";9,48
2019/03/22;"Température réalisée (°C)";10,52
2019/03/23;"Température réalisée (°C)";10,79
2019/03/24;"Température réalisée (°C)";10,5
2019/03/25;"Température réalisée (°C)";8,94
2019/03/26;"Température réalisée (°C)";8,45
2019/03/27;"Température réalisée (°C)";8,72
2019/03/28;"Température réalisée (°C)";9,47
2019/03/29;"Température réalisée (°C)";10,92
2019/03/30;"Température réalisée (°C)";11,78
2019/03/31;"Température réalisée (°C)";12,2
2019/11/01;"Température réalisée (°C)";13,72
2019/11/02;"Température réalisée (°C)";13,79
2019/11/03;"Température réalisée (°C)";11,97
2019/11/04;"Température réalisée (°C)";11,66
2019/11/05;"Température réalisée (°C)";10,07
2019/11/06;"Température réalisée (°C)";9,95
2019/11/07;"Température réalisée (°C)";8,3
2019/11/08;"Température réalisée (°C)";6,86
2019/11/09;"Température réalisée (°C)";6,62
2019/11/10;"Température réalisée (°C)";6,54
2019/11/11;"Température réalisée (°C)";6,62
2019/11/12;"Température réalisée (°C)";6,83
2019/11/13;"Température réalisée (°C)";6,43
2019/11/14;"Température réalisée (°C)";5,37
2019/11/15;"Température réalisée (°C)";4,15
2019/11/16;"Température réalisée (°C)";5,08
2019/11/17;"Température réalisée (°C)";5,08
2019/11/18;"Température réalisée (°C)";5,55
2019/11/19;"Température réalisée (°C)";5,35
2019/11/20;"Température réalisée (°C)";4,28
2019/11/21;"Température réalisée (°C)";6,01
2019/11/22;"Température réalisée (°C)";8,59
2019/11/23;"Température réalisée (°C)";9,91
2019/11/24;"Température réalisée (°C)";8,51
2019/11/25;"Température réalisée (°C)";9,62
2019/11/26;"Température réalisée (°C)";10,88
2019/11/27;"Température réalisée (°C)";11,44
2019/11/28;"Température réalisée (°C)";10,8
2019/11/29;"Température réalisée (°C)";9,35
2019/11/30;"Température réalisée (°C)";6,83
2019/12/01;"Température réalisée (°C)";6,16
2019/12/02;"Température réalisée (°C)";4,8
2019/12/03;"Température réalisée (°C)";3,28
2019/12/04;"Température réalisée (°C)";2,62
2019/12/05;"Température réalisée (°C)";2,73
2019/12/06;"Température réalisée (°C)";5,39
2019/12/07;"Température réalisée (°C)";9,17
2019/12/08;"Température réalisée (°C)";9,82
2019/12/09;"Température réalisée (°C)";8,39
2019/12/10;"Température réalisée (°C)";5,46
2019/12/11;"Température réalisée (°C)";5,82
2019/12/12;"Température réalisée (°C)";5,91
2019/12/13;"Température réalisée (°C)";8,36
2019/12/14;"Température réalisée (°C)";10,09
2019/12/15;"Température réalisée (°C)";9,96
2019/12/16;"Température réalisée (°C)";10,32
2019/12/17;"Température réalisée (°C)";11,64
2019/12/18;"Température réalisée (°C)";9,96
2019/12/19;"Température réalisée (°C)";12,23
2019/12/20;"Température réalisée (°C)";10,85
2019/12/21;"Température réalisée (°C)";9,05
2019/12/22;"Température réalisée (°C)";9,44
2019/12/23;"Température réalisée (°C)";9,06
2019/12/24;"Température réalisée (°C)";10,45
2019/12/25;"Température réalisée (°C)";8,41
2019/12/26;"Température réalisée (°C)";7,39
2019/12/27;"Température réalisée (°C)";9,19
2019/12/28;"Température réalisée (°C)";7,03
2019/12/29;"Température réalisée (°C)";3,31
2019/12/30;"Température réalisée (°C)";3,23
2019/12/31;"Température réalisée (°C)";2,98
2020/01/01;"Température réalisée (°C)";4,02
2020/01/02;"Température réalisée (°C)";6,08
2020/01/03;"Température réalisée (°C)";8,31
2020/01/04;"Température réalisée (°C)";6,74
2020/01/05;"Température réalisée (°C)";5,75
2020/01/06;"Température réalisée (°C)";4,34
2020/01/07;"Température réalisée (°C)";7,47
2020/01/08;"Température réalisée (°C)";9,44
2020/01/09;"Température réalisée (°C)";9,91
